ID,Name,Category,Description,OpeningTime,Website,PhoneNumber,Location,Address,Toilet,Accessibility,Animals,Image,Icon,VisitTime,Map Priority
89,Piazza Francesco Paolo Ingrao,Markets and Shopping Streets,-,"{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.2125475631627, 9.115961653471626","P.za Francesco Paolo Ingrao, 09125 Cagliari CA",FALSE,TRUE,TRUE,Piazza Francesco Paolo Ingrao.png,street.png,15,1
90,"Giardino Sotto le Mura ""Giardino Fratelli Giuseppe e Vittorino Fiori""",Parks and Gardens ,"The garden under the walls, also known as the Fratelli Giuseppe and Vittorino Fiori garden, is a green area in the historic Villanova district of Cagliari.","{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21744421461836, 9.116975333734032","Viale Regina Elena, 09124 Cagliari CA",FALSE,TRUE,TRUE,Giardino Sotto le Mura Giardino Fratelli Giuseppe e Vittorino Fiori.jpg,park.png,30,2
91,Belvedere di Buoncammino,Scenic spot,"Viale Belvedere is located on the eastern side of the Buoncammino hill, a few steps from the historic district of Castello","{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.22668836201967, 9.111978515673988","Viale Buon Cammino, 19, 09123 Cagliari CA",FALSE,TRUE,TRUE,Belvedere di Buoncammino.jpg,panorama.png,15,1
92,Spiaggia di Cala Fighera,Beaches,Cala Fighera fa parte di un delizioso e suggestivo breve tratto di costa cagliaritana dominata dal promontorio di Capo Sant'Elia,"{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",http://www.sardegnaturismo.it/,-,"39.183618211836, 9.161366906796705","09126 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,FALSE,Spiaggia di Cala Fighera.jpg,beach.png,60,1
93,Piazza Palazzo,Markets and Shopping Streets ,"Piazza Palazzo is the main square of the Castello district in Cagliari. The square owes its prestige to the historical and artistic importance of the buildings that overlook it. It can be reached from the north via via Martini, from the west via via Canelles and from the south via via Duomo and via Fossario","{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21954943442074, 9.116711751623772","09124 Cagliari, Metropolitan City of Cagliari",FALSE,TRUE,TRUE,Piazza Palazzo.jpg,street.png,15,1
94,Piazza Giacomo Matteotti,Markets and Shopping Streets ,"Piazza Giacomo Matteotti is an important square in the city of Cagliari located in the Stampace district. Some of the most important buildings in Cagliari are located here, including the Art Nouveau town hall.","{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.215298112627956, 9.10946296093603","Piazza Giacomo Matteotti, 643-307, 09123 Cagliari CA",FALSE,TRUE,TRUE,Piazza Giacomo Matteotti.jpg,street.png,15,1
95,Piazza del Carmine,Markets and Shopping Streets ,Piazza del Carmine (officially Piazza Carmine) is an important square in the city of Cagliari located in the Stampace district.,"{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.216826415605794, 9.109347722088655","Piazza del Carmine, 09124 Cagliari CA",FALSE,TRUE,TRUE,Piazza del Carmine.jpg,street.png,15,1
96,Piazza San Sepolcro,Markets and Shopping Streets ,The stairs of San Sepolcro flank the square and the church of the same name and represent a fascinating hub of the historic Marina district.,"{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21608321871162, 9.114070280459078","09124 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,TRUE,Piazza San Sepolcro.jpg,street.png,15,1
97,Piazza Costituzione,Markets and Shopping Streets ,Piazza Costituzione is the heart of the city. It is located near Bastione di Saint Remy,"{'Monday': '  Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21548700768536, 9.117083880459008","Cagliari, Metropolitan City of Cagliari",FALSE,TRUE,TRUE,piazza Costituzione.jpg ,street.png,15,1
98,Parco Nervi,Parks and Gardens,"Il Parco del Nervi, a vast green area equipped with personal and cycling paths. The main feature of the area is the bridge that unites the two sponde del canale di San Bartolomeo. Nervi realized at the structure to improve the extraction and storage system of the neighboring salt mines of Molentargius. Located in the neighborhood of Sant'Elia, originally inhabited by the fishermen of Cagliari, the park, inaugurated in July 2021, proposes to connect, through its bridge, the neighborhood with the rest of the city center.","{'Monday': '7AM-12AM', 'Tuesday': '7AM-12AM', 'Wednesday': '7AM-12AM', 'Thursday': '7AM-12AM', 'Friday': '7AM-12AM', 'Saturday': '7AM-12AM', 'Sunday': '7AM-12AM'}",-,-,"39.2011615831505, 9.12853062885216","09126 Cagliari, Metropolitan City of Cagliari",TRUE,TRUE,TRUE,Parco Del Nervi.jpg,trees_0.png,15,1
99,Chiesa di Cristo Re,Churches and Places of Worship,"The Chiesa di Cristo Re, or the Church of Christ the King, is a prominent religious landmark located in the vibrant city of Cagliari, situated on the picturesque island of Sardinia, Italy.","{'Monday': '7:30AM-6PM', 'Tuesday': '7:30AM-6PM', 'Wednesday': '7:30AM-6PM', 'Thursday': '7:30AM-6PM', 'Friday': '7:30AM-6PM', 'Saturday': '7:30AM-6PM', 'Sunday': '8AM-6PM'}",http://www.santigiorgioecaterina.it/?page_id=1824,3907042392,"39.21968157076513, 9.130674509385681","Via Antonio Scano, 97, 09129 Cagliari CA",FALSE,TRUE,FALSE,Chiesa di Cristo Re.jpg,church_1.png,30,1
100,Museo Etnografico Regionale - Collezione Luigi Cocco,Museums and Art Galleries,"The Luigi Cocco collection is a municipally managed collection of Sardinian works of art and craftsmanship, located in the museum citadel in Cagliari.","{'Monday': '10AM-7PM', 'Tuesday': '10AM-7PM', 'Wednesday': '10AM-7PM', 'Thursday': '10AM-7PM', 'Friday': '10AM-7PM', 'Saturday': '10AM-7PM', 'Sunday': '10AM-7PM'}",http://www.isresardegna.it/index.php?xsl=565&s=16&v=9&c=9043&nodesc=1,3.90784E+11,"39.22304644042828, 9.117017571143894","Cittadella dei Musei, Piazza Arsenale, 1, 09123 Cagliari CA",FALSE,FALSE,FALSE,Museo Etnografico Regionale - Collezione Luigi Cocco.JPG,museum_0.png,60,1
101,Chiesa della Medaglia Miracolosa,Churches and Places of Worship,"The Church of the Miraculous Medal in Cagliari is a Catholic place of worship dedicated to Santa Maria delle Grazie, venerated under the title of the Miraculous Medal. Located in the Via Medaglia Miracolosa of the same name, this church is an important spiritual point of reference for the faithful of the city.","{'Monday': '8AM-7PM', 'Tuesday': '8AM-7PM', 'Wednesday': '8AM-7PM', 'Thursday': '8AM-7PM', 'Friday': '8AM-7PM', 'Saturday': '8AM-7PM', 'Sunday': '8AM-7PM'}",http://www.chiesadicagliari.it/,39070280628,"39.238105650102405, 9.099420171140267","Piazza San Michele, 1, 09122 Cagliari CA",FALSE,TRUE,FALSE,Chiesa della Medaglia Miracolosa.jpg,church_1.png,30,1
102,Chiesa di San Lucifero,Churches and Places of Worship,"The church of San Lucifero is a place of worship in Cagliari, home to the parish of the Beata Vergine del Rimedio. The temple is located in via San Lucifero, a short distance from the basilica of San Saturnino, in the Villanova district","{'Monday': '7:30-9:30 AM, 5-7:30 PM', 'Tuesday': '7:30-9:30 AM, 5-7:30 PM', 'Wednesday': '7:30-9:30 AM, 5-7:30 PM', 'Thursday': '7:30-9:30 AM, 5-7:30 PM', 'Friday': '7:30-9:30 AM, 5-7:30 PM', 'Saturday': '7:30-9:30 AM, 5-7:30 PM', 'Sunday': '7:30-9:30 AM, 5-7:30 PM'}",-,39070656996,"39.2147413068145, 9.122226571133321","Via S. Lucifero, 78, 09125 Cagliari CA",FALSE,TRUE,FALSE,Chiesa di San Lucifero.jpg,church_1.png,30,1
103,Belvedere e Viale di Calamosca,Scenic Spots,"The Belvedere di Calamosca is a spectacular panoramic terrace located in the Calamosca district, in the city of Cagliari, Sardinia. Offering a breathtaking view of the Gulf of Angels, this platform is one of the most evocative places in the city","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.18302726745339, 9.157446784553494","Loc. Calafighera, 09126, CA",FALSE,TRUE,FALSE,Belvedere e Viale di Calamosca.jpg,panorama.png,15,1
104,Monumento ai Caduti delle Guerre d'Indipendenza,Historical Sites and Monuments,The monument to the fallen of the wars of independence of Cagliari is dedicated to the Sardinians who fell in the battles for independence for the unification of Italy,"{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",http://www.cagliariturismo.it/it/luoghi/i-luoghi-della-memoria-315/monumenti-commemorativi-258/monumento-ai-caduti-delle-guerre-d-indipendenza-270,-,"39.215115968383415, 9.120449397992846","Via Sidney Sonnino, 09127 Cagliari CA",FALSE,TRUE,FALSE,Monumento ai Caduti delle Guerre d'Indipendenza.JPG,monument.png,15,1
105,Chiesa di San Massimiliano Kolbe,Churches and Places of Worship,"The Church of San Massimiliano Kolbe is a Catholic place of worship located in the city of Cagliari, Sardinia. It is dedicated to Saint Maximilian Maria Kolbe, a Polish Franciscan friar known for having sacrificed his life during the Holocaust, volunteering to take the place of another prisoner in the Auschwitz concentration camp.","{'Monday': '6:30-11:45 AM, 4-6:45 PM', 'Tuesday': '6:30-11:45 AM, 4-6:45 PM', 'Wednesday': '6:30-11:45 AM, 4-6:45 PM', 'Thursday': '6:30-11:45 AM, 4-6:45 PM', 'Friday': '6:30-11:45 AM, 4-6:45 PM', 'Saturday': '6:30-11:45 AM, 4-6:45 PM', 'Sunday': '8-12:30 AM, 4-7 PM'}",https://parrocchiasanmassimilianokolbe.wordpress.com/,39070278273,"39.24252358377053, 9.105283903965132","Via Cornalias, 92, 09121 Cagliari CA",FALSE,TRUE,FALSE,Chiesa di San Massimiliano Kolbe.jpg,church_1.png,30,1
106,Porta S'Avanzada,Historical Sites and Monuments,"Porta S'Avanzada is one of the medieval gates that was part of the ancient walls of the city of Cagliari, located in the area of the historic district of Castello. Its construction dates back to the Pisan period, when Cagliari was a fortified city.","{'Monday': '6:30-11:45 AM, 4-6:45 PM', 'Tuesday': '6:30-11:45 AM, 4-6:45 PM', 'Wednesday': '6:30-11:45 AM, 4-6:45 PM', 'Thursday': '6:30-11:45 AM, 4-6:45 PM', 'Friday': '6:30-11:45 AM, 4-6:45 PM', 'Saturday': '6:30-11:45 AM, 4-6:45 PM', 'Sunday': '8-12:30 AM, 4-7 PM'}",-,-,"39.22198511380957, 9.116756475471112","Via Ubaldo Badas, 09123 Cagliari CA",FALSE,FALSE,TRUE,Porta S'Avanzada.jpg,arc.png,15,1
107,Piazza Yenne,Markets and Shopping Streets,"Piazza Yenne, formerly Piazza San Carlo, is one of the most important historic squares in Cagliari located at the end of Largo Carlo Felice in the Stampace district.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21772995033265, 9.113414804783607","09124 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,TRUE,Piazza Yenne.jpg,street.png,15,1
108,Piazza Garibaldi,Markets and Shopping Streets,"Piazza Garibaldi, full of large trees, had a complex and articulated formation: its sides were in fact completed at different times, as a function of the large ""Riva"" school building which became a very significant presence. Even if its current appearance is the result of interventions that took place until the 1960s, Piazza Garibaldi presents its own unity in the layout of the streets that branch off from it and in the presence of buildings dating back mostly to the first half of the twentieth century. Among these, Palazzo Zedda stands out, which is on the corner of Via Macomer, a fine example of rationalist architecture, characterized by its façade with two-tone bands. The square today constitutes one of the focal points of city traffic, channeled by the central flowerbeds, rearranged several times precisely to streamline it. Named after the last of the fallen of the First World War, the very young officer Alberto Riva Villasanta, the elementary school building occupies a vast front on Piazza Garibaldi, extending symmetrically into two wings that enclose a courtyard close to the convent of San Domenico.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21903394339399, 9.121410993936458",09127 Cagliar CA,FALSE,FALSE,TRUE,Piazza Garibaldi.jpg,shop.png,60,2
109,Piazza Gramsci,Markets and Shopping Streets,"Dedicated to Antonio Gramsci and the result of a rational urban planning project from the late 1930s, the square, characterized by an elongated triangular shape and the presence of large trees, is dominated by the bulk of the Carabinieri Legion building; around it there are numerous residential buildings dating back to the 1930s and larger buildings built in the 1950s and 1960s. The Carabinieri Legion, built between 1930 and 1933, is made in an eclectic style with a strong classicist and mannerist taste. Above the main entrances four bronze sculptures stand out, naked male figures with an allegorical meaning: the Fascist Age, Justice, New Youth and Duty, works by the sculptor Albino Manca. The Parco delle Rimembranze develops adjacent to the Legion, located on the corner between via Sonnino and via San Lucifero. The park, dedicated to the fallen of the First World War, is a fine example of rationalist architecture of fascist inspiration, typical of the 1930s; particularly interesting is the monument to the fallen, built in 1935 by the architect Ubaldo Badas. The monument is composed of two wall facings, formed by a granite base and alternating rows of Serrenti stone and trachyte blocks, made in the shape of a fasces. The names of the main battles fought by Italian soldiers during the First World War are inscribed in relief on the trachyte bands.Behind the monument is the garden of San Lucifero, a recently renovated green area that precedes the church of the same name.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21530298358833, 9.11996038272279","Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,TRUE,Piazza Gramsci.jpg,street.png,15,1
110,Piazza Carlo Alberto ,Markets and Shopping Streets,"The square, of modest dimensions, is located in a very central area of the neighborhood, between via Canelles and via La Marmora. Its quadrangular plan has remained almost unchanged since the Middle Ages. In Spanish times, Piazza Carlo Alberto was known as the plazuela (little square), to distinguish it from the Palazzo square, called Plaza Mayor. In the plazuela, nobles condemned to death were executed by beheading.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.218709016313824, 9.116348514797169","09124 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,TRUE,Piazza Carlo Alberto .jpg,street.png,15,1
111,Piazzetta Savoia,Markets and Shopping Streets,"Piazzetta Savoia is named after the House of Savoy, the royal family of Italy until the monarchy was abolished in 1946. The square is surrounded by elegant buildings, cafes, and shops, making it a popular spot for locals and tourists alike to stroll, relax, and enjoy the ambiance of the city.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.21617710415006, 9.113712061546938","09124 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,TRUE,Piazzetta Savoia.jpg,street.png,15,1
